Node ID,Distance,Conductance,Type,Name,EPSP
0,379.58476907278674,0.2685303021052815,apic,L5PCtemplate[0].apic[9],0.15844971017141063
1,320.3812671851626,0.3934929175962428,apic,L5PCtemplate[1].apic[12],0.2537901849658226
2,468.6693537968005,0.42085728552430757,apic,L5PCtemplate[2].apic[35],0.19659009494181134
3,230.80523374005736,2.504108986955875,apic,L5PCtemplate[3].apic[102],1.6615717693384369
4,93.07159617395864,0.5143001299771688,dend,L5PCtemplate[4].dend[54],0.44676446955800486
5,303.85431458375433,0.35897931459360394,apic,L5PCtemplate[5].apic[85],0.2421021664537477
6,159.52248736022364,1.1944651603716832,dend,L5PCtemplate[6].dend[14],0.9339838898500687
7,231.9158829836171,0.44486231086574185,apic,L5PCtemplate[7].apic[79],0.32027957264247675
8,170.12215362637647,0.45586546170913894,dend,L5PCtemplate[8].dend[2],0.3904730241387995
9,1256.1271403859382,8.999196687511242,apic,L5PCtemplate[9].apic[65],0.24624594521489485
10,135.46387295877747,0.06718550860008295,dend,L5PCtemplate[10].dend[40],0.06359424619648735
11,166.2683162119933,0.38688891979838463,dend,L5PCtemplate[11].dend[35],0.32023608160184835
12,1160.5177435476412,7.418244088605423,apic,L5PCtemplate[12].apic[67],0.3684580512061473
13,360.4140218545981,1.2403491172523629,apic,L5PCtemplate[13].apic[29],0.6230051740503484
14,1151.7151685370425,4.006941210879557,apic,L5PCtemplate[14].apic[77],0.1897204385867326
15,114.45093534896017,0.6735486138087864,dend,L5PCtemplate[15].dend[54],0.5563426019313624
16,91.56317190102511,0.6002251520498764,dend,L5PCtemplate[16].dend[67],0.5362792794821729
17,1034.9073069284893,3.3798779725910064,apic,L5PCtemplate[17].apic[49],0.49550010591208604
18,73.78483825144616,0.31573812995538575,dend,L5PCtemplate[18].dend[26],0.3041827195555271
19,819.078885107589,0.9322517822287171,apic,L5PCtemplate[19].apic[37],0.21405751582425125
20,66.91099239677285,0.17407365865190957,dend,L5PCtemplate[20].dend[10],0.17191628766393308
21,53.117938220707586,0.508176944820799,dend,L5PCtemplate[21].dend[48],0.4942280227296436
22,386.6853090271192,1.1763200353720884,apic,L5PCtemplate[22].apic[29],0.5604538265925072
23,309.0085548012233,3.2656334454682217,apic,L5PCtemplate[23].apic[101],1.6536713424495701
24,205.95709008267312,0.2077962398665049,apic,L5PCtemplate[24].apic[79],0.1517047289250968
25,125.3566566162255,0.16314552296122334,dend,L5PCtemplate[25].dend[69],0.1381873619308891
26,299.37612342372216,0.2918879486694051,apic,L5PCtemplate[26].apic[10],0.19642084765354184
27,922.8358253746583,2.8623012117783295,apic,L5PCtemplate[27].apic[60],0.33014199011455503
28,1129.9786252269105,6.932066368542771,apic,L5PCtemplate[28].apic[78],0.15953161290862283
29,1001.1614376649596,2.588569942192343,apic,L5PCtemplate[29].apic[46],0.3639777903336636
30,130.03362670112426,1.5229497852291094,dend,L5PCtemplate[30].dend[66],1.1495330049683474
31,1272.0712877706492,10.0,apic,L5PCtemplate[31].apic[77],0.07610754702963618
32,135.8111998862337,0.04741064463003907,dend,L5PCtemplate[32].dend[59],0.043394137854548376
33,64.34817036737246,1.6702785781325926,dend,L5PCtemplate[33].dend[6],1.4385526477183816
34,305.1546690250625,2.7954182420330134,apic,L5PCtemplate[34].apic[17],1.5733454801816578
35,901.6418642955131,10.0,apic,L5PCtemplate[35].apic[60],1.6582252778877802
36,256.44604565619005,0.1755292354701487,apic,L5PCtemplate[36].apic[98],0.12627817291529198
37,62.204840638074714,0.357377194315661,dend,L5PCtemplate[37].dend[83],0.35701653824614255
38,425.4909328219618,0.3279047329914317,apic,L5PCtemplate[38].apic[35],0.15875463554613134
39,266.3004727952778,0.8544052666752142,apic,L5PCtemplate[39].apic[9],0.5534547030390371
40,157.7359929154133,0.46518221746964533,dend,L5PCtemplate[40].dend[59],0.4218983819398403
41,63.25794961446548,0.724081665261009,dend,L5PCtemplate[41].dend[82],0.6696690189085928
42,236.03288425906243,0.20846138711086687,dend,L5PCtemplate[42].dend[28],0.17719558932024881
43,1129.7695508672211,6.352886455763422,apic,L5PCtemplate[43].apic[75],0.29508628275617355
44,127.9039575867526,0.2919382744462435,apic,L5PCtemplate[44].apic[105],0.26846333807722544
45,1224.7736160644306,1.7546688252872802,apic,L5PCtemplate[45].apic[67],0.06751574094323587
46,216.5604565168211,0.12046593005697602,dend,L5PCtemplate[46].dend[28],0.10781683035722267
