edge_type_id target_query source_query syn_weight target_sections model_template distance_range dynamics_params delay
103 * * 1 ['dend'] pyr2pyr "[-1000.0, 1000.0]" PN2PN.json 0.1
104 * * 1 ['apic'] pyr2pyr "[-1000.0, 1000.0]" PN2PN.json 0.1
