num_spikes,weight,distance,is_basal,phase,spike
3,4.008330541956566,162.9581680235669,0.6666666666666666,0.28409679209016286,True
3,5.0167652975101475,189.34200497075517,0.3333333333333333,0.19180384647006576,True
4,5.0490827544440355,117.68683347276253,1.0,0.19603508738288533,True
5,4.340133764746384,140.2802831998307,0.4,0.24631955883291085,True
5,5.896277707503457,375.8868099828372,0.2,0.29296762509335766,True
5,5.455812479489739,103.86069207645514,0.6,0.22418802948570632,True
10,4.595339854559753,459.043886154976,0.5,0.2682420865172591,True
5,4.8701857027575155,122.37137443928677,0.4,0.32930485825472716,True
3,4.30359463447783,467.26346668048495,0.3333333333333333,0.2122621274015104,True
4,4.875545177482473,113.86569188169277,0.5,0.18248334189166682,True
3,5.208598246155816,410.2060334431615,0.0,0.2797036844248691,True
6,5.858395120427196,373.95794292790055,0.16666666666666666,0.36072318756416194,True
6,5.305516792020284,177.13096259244313,0.3333333333333333,0.3421482555533657,True
7,4.515880060494058,165.0416217127945,0.5714285714285714,0.3102171593605836,True
2,4.16676499367156,156.8122161393103,0.5,0.4210191472556343,True
7,4.992619867138916,263.46794267161414,0.14285714285714285,0.26597894478868683,True
4,4.575104538419168,73.31238585942772,1.0,0.3310178455746414,True
4,5.63508325868106,736.1553173723837,0.25,0.2098641644537565,True
2,5.574796480836928,672.3161896634239,0.5,0.2654677844843213,True
5,5.592434181264515,118.88599240235044,0.8,0.3264667264884338,True
8,4.85078306005848,215.7112337152713,0.625,0.24475030735227754,True
3,5.643949310882738,93.51574916963234,1.0,0.12380504891787296,True
8,5.295145569835288,268.5288769269532,0.625,0.21675756723082432,True
7,5.025150485089905,76.79913138195268,1.0,0.2282033750113342,True
3,5.077838817848044,440.8756011434441,0.6666666666666666,0.14845535990938444,True
3,6.069195736181215,737.29719880294,0.0,0.25323873835408856,True
6,5.221359642813316,507.7629488300367,0.16666666666666666,0.29263913051297147,True
9,4.726339565531812,277.7358383446592,0.3333333333333333,0.27205828621449146,True
5,4.798550307782396,367.51221627973274,0.4,0.2701050468008058,True
3,5.018284026032387,117.15829179920296,1.0,0.23470996719975923,True
8,4.843118906808577,354.4707553893993,0.625,0.2316695625691757,True
5,5.265596640307906,281.7020864453806,0.4,0.19762547992614904,True
7,5.416459635258424,142.7181577245199,0.7142857142857143,0.2532570774950348,True
6,4.220459519871999,175.86658555005337,0.6666666666666666,0.14148551124541578,True
6,6.455089053392331,420.7274090181208,0.3333333333333333,0.2844164049816609,True
7,4.779091014380149,223.59991362424645,0.5714285714285714,0.19397205485793373,True
5,4.773215911830548,492.7499722145106,0.6,0.20121803852137718,True
8,5.165082755765649,186.348450172125,0.375,0.30516530920072005,True
13,5.431985703742968,439.84246501876254,0.3076923076923077,0.1641700351798644,True
9,5.3296377927551,510.9325864774081,0.4444444444444444,0.23059050489486113,True
4,4.386678297392602,431.6234291960786,0.25,0.3994504029958597,True
4,4.930586317441528,200.95327701413396,0.75,0.2774946108171813,True
6,4.336384152984835,275.82943807591226,0.3333333333333333,0.3108795138997915,True
4,4.0979344238060955,146.03494849391953,0.5,0.2577079142526296,True
4,5.1929411095029465,407.85432884271074,0.25,0.22612051362593774,True
11,4.846695102752328,321.2060472985975,0.45454545454545453,0.22646685156835647,True
9,4.640776269822695,234.38083578100824,0.7777777777777778,0.20299282539447935,True
7,5.480692270797471,332.961421281892,0.5714285714285714,0.2756456091704492,True
9,4.815363476103137,150.56429717691736,0.6666666666666666,0.19212019262454472,True
5,4.824942607050049,288.9937260667356,0.6,0.21695990640142554,True
6,4.569526095998818,156.33943057692792,0.5,0.2026317168656154,True
8,4.561668411878763,527.9939661373821,0.375,0.2406788079564577,True
3,4.798277582531074,456.061530617624,0.3333333333333333,0.2720922572848697,True
3,5.255056746403525,526.4884908215676,0.0,0.1548009095845956,True
7,5.160442920197441,328.38533118161837,0.14285714285714285,0.2994713774050293,True
6,4.663518948713192,111.29297037770964,0.8333333333333334,0.17216923647550111,True
5,5.136664301106924,393.94299508749594,0.0,0.3588753038268017,True
5,5.46172209892647,225.73581779688502,0.2,0.22431301473327037,True
3,4.238007565727451,130.42751490138062,0.6666666666666666,0.3014254589755486,True
7,4.560381227883638,367.1686874886345,0.2857142857142857,0.3374426999407227,True
8,5.04658522765663,266.3319898216344,0.5,0.18398531379071278,True
8,5.022160672029529,375.2504660872674,0.25,0.2901604592433765,True
5,5.053194108790954,423.5347661828815,0.4,0.33700600336047365,True
5,4.355349138658883,222.45723239915907,0.4,0.21339167927144045,True
4,5.406400248165474,367.99417998718394,0.5,0.2100370898148081,True
6,5.2221968129454,427.01598608482436,0.3333333333333333,0.26807995949905217,True
3,4.36376739723094,134.3288920814233,0.6666666666666666,0.3414322065071718,True
6,5.359238011968099,338.555015633466,0.5,0.2938711500950359,True
2,5.271524566030166,359.4230995033938,0.5,0.15982155975603973,True
9,4.6524074005226765,201.451207664412,0.4444444444444444,0.23477798062719588,True
