node_id,weight,is_basal,distance
0,5.326553159340364,True,58.80000945049108
1,4.750220972426486,True,181.51481678838496
2,5.473571595117276,True,79.64309539342642
3,6.409569064100101,True,28.926547520489446
4,4.668782458691124,True,119.91504187412954
5,4.668796282099495,True,124.22651882695367
6,6.474841834242149,True,113.51169473570297
7,5.593060306936666,True,49.55157285796632
8,4.4747929832431,True,71.27422792912816
9,5.370775309477339,True,63.301119270232086
10,4.479683359831775,True,93.46912029859365
11,4.477815894273674,True,113.76317324112968
12,5.087374643390161,True,62.72694017855532
13,3.448990001254948,True,113.0472009689077
14,3.5681635990511884,True,121.95013563955015
15,4.400516822498032,True,207.79176680222872
16,4.057106837185907,True,93.5441645114897
17,5.154127931706634,True,212.63891546292191
18,4.134519906253551,True,165.717089730046
19,3.775106083278224,True,142.7532841935195
20,6.343583484214383,True,90.40219026402741
21,4.675841092889387,True,134.42642315192342
22,4.929828220542725,True,86.51718678437285
23,3.7666432571179436,True,165.717089730046
24,4.414748995288156,True,147.97219290137295
25,4.968559546803238,True,80.37693276859449
26,3.9572670234563074,True,102.22766366291245
27,5.211564328092125,True,20.134016590779247
28,4.370186447277864,True,92.74642864935097
29,4.620585289479587,True,71.52870519354755
30,4.369344869256069,True,89.84034878738578
31,6.801677688544424,True,144.28244000797076
32,4.858315951944821,True,67.29114527673443
33,4.024402324749085,True,82.61164628632835
34,5.648925059228641,True,93.5441645114897
35,3.907730412851503,True,96.17391353811506
36,5.0570981617334985,True,60.97303151002624
37,3.4202559831425328,True,96.17391353811506
38,3.83281077926978,True,6.711338863593082
39,5.046163769608661,True,101.5682006027446
40,5.563917397322948,True,92.77452035731847
41,5.023017545485489,True,113.51169473570297
42,4.769634859966098,True,189.5936697994597
43,4.612750772176022,True,57.56891226754121
44,3.730292144329572,True,36.53100409834351
45,4.2772399360728235,True,52.790303224443775
46,4.481928942565003,True,57.39350862004895
47,5.893024625399407,True,51.57456201467107
48,5.181500816324563,True,80.80154406986614
49,3.5437164258242455,True,108.80400748193654
50,5.163279250332419,True,82.61164628632835
