num_spikes,weight,distance,is_basal,phase,spike
3,4.008330541956566,162.9581680235669,0.6666666666666666,0.21590320790983716,True
3,5.0167652975101475,189.34200497075517,0.3333333333333333,0.6918038464700658,True
4,5.0490827544440355,117.68683347276253,1.0,0.5880240801598424,True
5,4.340133764746384,140.2802831998307,0.4,0.5651157942074496,True
5,5.896277707503457,375.8868099828372,0.2,0.3958003597498343,True
5,5.455812479489739,103.86069207645514,0.6,0.49490467213288075,True
10,4.595339854559753,459.043886154976,0.5,0.6988299764489865,True
5,4.8701857027575155,122.37137443928677,0.4,0.4921752412328715,True
3,4.30359463447783,467.26346668048495,0.3333333333333333,0.35954775012014933,True
4,4.875545177482473,113.86569188169277,0.5,0.3175166581083332,True
3,5.208598246155816,410.2060334431615,0.0,0.26014946514931697,True
6,5.858395120427196,373.95794292790055,0.16666666666666666,0.1392768124358381,True
6,5.305516792020284,177.13096259244313,0.3333333333333333,0.21201758020290273,True
7,4.515880060494058,165.0416217127945,0.5714285714285714,0.32495576188749714,True
2,4.16676499367156,156.8122161393103,0.5,0.46991201284481043,True
7,4.992619867138916,263.46794267161414,0.14285714285714285,0.6441229993720607,True
4,4.575104538419168,73.31238585942772,1.0,0.6023091911227506,True
4,5.63508325868106,736.1553173723837,0.25,0.5139310906364699,True
2,5.574796480836928,672.3161896634239,0.5,0.2345322155156787,True
5,5.592434181264515,118.88599240235044,0.8,0.44950558081036424,True
8,4.85078306005848,215.7112337152713,0.625,0.5125790803152652,True
3,5.643949310882738,93.51574916963234,1.0,0.44116350875540067,True
8,5.295145569835288,268.5288769269532,0.625,0.4045978460197683,True
7,5.025150485089905,76.79913138195268,1.0,0.5916422359357263,True
3,5.077838817848044,440.8756011434441,0.6666666666666666,0.6484553599093844,True
3,6.069195736181215,737.29719880294,0.0,0.4811277041235573,True
6,5.221359642813316,507.7629488300367,0.16666666666666666,0.6586843903173633,True
9,4.726339565531812,277.7358383446592,0.3333333333333333,0.37157073514624955,True
5,4.798550307782396,367.51221627973274,0.4,0.351633408903116,True
3,5.018284026032387,117.15829179920296,1.0,0.5878430145170498,True
8,4.843118906808577,354.4707553893993,0.625,0.5526632238226525,True
5,5.265596640307906,281.7020864453806,0.4,0.4698186188841283,True
7,5.416459635258424,142.7181577245199,0.7142857142857143,0.5657418156548878,True
6,4.220459519871999,175.86658555005337,0.6666666666666666,0.3587058869035597,True
6,6.455089053392331,420.7274090181208,0.3333333333333333,0.49277133970258485,True
7,4.779091014380149,223.59991362424645,0.5714285714285714,0.5062570213941379,True
5,4.773215911830548,492.7499722145106,0.6,0.35266682193501364,True
8,5.165082755765649,186.348450172125,0.375,0.41818365885369535,True
13,5.431985703742968,439.84246501876254,0.3076923076923077,0.5713407811915465,True
9,5.3296377927551,510.9325864774081,0.4444444444444444,0.5403887753163038,True
4,4.386678297392602,431.6234291960786,0.25,0.679927707526176,True
4,4.930586317441528,200.95327701413396,0.75,0.7378624194013051,True
6,4.336384152984835,275.82943807591226,0.3333333333333333,0.18912048610020846,True
4,4.0979344238060955,146.03494849391953,0.5,0.3852564345278855,True
4,5.1929411095029465,407.85432884271074,0.25,0.7261205136259378,True
11,4.846695102752328,321.2060472985975,0.45454545454545453,0.7178697680665919,True
9,4.640776269822695,234.38083578100824,0.7777777777777778,0.34493346973017147,True
7,5.480692270797471,332.961421281892,0.5714285714285714,0.4654561844478479,True
9,4.815363476103137,150.56429717691736,0.6666666666666666,0.5991343132416188,True
5,4.824942607050049,288.9937260667356,0.6,0.28304009359857446,True
6,4.569526095998818,156.33943057692792,0.5,0.48768911435737056,True
8,4.561668411878763,527.9939661373821,0.375,0.48892433416750264,True
3,4.798277582531074,456.061530617624,0.3333333333333333,0.25082712618249287,True
