Node ID,Distance,Conductance,Type,EPSP
0,1260.9908310564795,11.5,apic,0.2560731051532059
1,1260.9908310564795,11.5,apic,0.2560731051532059
2,1289.0294885812198,11.5,apic,0.07730980273647958
3,1272.0712877706492,11.5,apic,0.07724333531486138
4,1266.1545769386835,11.5,apic,0.25544680779117357
5,1268.853329714829,11.5,apic,0.10068728617538625
6,1266.0652342675914,11.5,apic,0.22445109217582626
7,1268.853329714829,11.5,apic,0.10068728617538625
8,1251.1827917710764,11.5,apic,0.5917433804300174
9,1289.2205100918568,11.5,apic,0.22653087533693395
10,1266.1545769386835,11.5,apic,0.25544680779117357
11,1247.7691346354463,11.5,apic,0.28811192257701634
12,1289.2205100918568,11.5,apic,0.22653087533693395
13,1267.6108644089568,11.5,apic,0.09773466664660191
14,1268.853329714829,11.5,apic,0.10068728617538625
15,1266.1545769386835,11.5,apic,0.25544680779117357
16,1302.9254615451578,11.5,apic,0.205185949872714
17,1249.2882902345739,11.5,apic,0.21749664385900758
18,1266.0652342675914,11.5,apic,0.22445109217582626
19,1289.0294885812198,11.5,apic,0.07730980273647958
20,1249.2299957951525,11.5,apic,0.2932740642475977
21,1266.1545769386835,11.5,apic,0.25544680779117357
22,1267.6108644089568,11.5,apic,0.09773466664660191
23,1272.0712877706492,11.5,apic,0.07724333531486138
24,1268.853329714829,11.5,apic,0.10068728617538625
25,1302.9254615451578,11.5,apic,0.205185949872714
26,1260.9908310564795,11.5,apic,0.2560731051532059
27,1266.1702708969417,11.5,apic,0.2456522936367378
28,1268.853329714829,11.5,apic,0.10068728617538625
29,1249.2882902345739,11.5,apic,0.21749664385900758
30,1302.9254615451578,11.5,apic,0.205185949872714
31,1268.853329714829,11.5,apic,0.10068728617538625
32,1284.5400192419206,11.5,apic,0.2278566649043796
33,1249.2299957951525,11.5,apic,0.2932740642475977
34,1246.1922402366936,11.5,apic,0.12379613513657262
35,1266.1702708969417,11.5,apic,0.2456522936367378
36,1272.0712877706492,11.5,apic,0.07724333531486138
37,1260.9908310564795,11.5,apic,0.2560731051532059
38,1289.0294885812198,11.5,apic,0.07730980273647958
39,1260.9908310564795,11.5,apic,0.2560731051532059
40,1284.5400192419206,11.5,apic,0.2278566649043796
41,1256.1271403859382,11.5,apic,0.2742031448182587
42,1282.9004727400306,11.5,apic,0.0
43,1249.289046979354,11.5,apic,0.12417960203121936
44,1272.0712877706492,11.5,apic,0.07724333531486138
45,1289.2205100918568,11.5,apic,0.22653087533693395
46,1282.9004727400306,11.5,apic,0.0
47,1251.1827917710764,11.5,apic,0.5917433804300174
48,1302.9254615451578,11.5,apic,0.205185949872714
49,1267.6108644089568,11.5,apic,0.09773466664660191
50,1266.1702708969417,11.5,apic,0.2456522936367378
51,1249.289046979354,11.5,apic,0.12417960203121936
52,1268.853329714829,11.5,apic,0.10068728617538625
53,1260.9908310564795,11.5,apic,0.2560731051532059
54,1266.0652342675914,11.5,apic,0.22445109217582626
55,1272.0712877706492,11.5,apic,0.07724333531486138
56,1266.0652342675914,11.5,apic,0.22445109217582626
57,1256.1271403859382,11.5,apic,0.2742031448182587
58,1252.011934565048,11.5,apic,0.09039671795241588
59,1302.9254615451578,11.5,apic,0.205185949872714
60,1249.289046979354,11.5,apic,0.12417960203121936
61,1249.2299957951525,11.5,apic,0.2932740642475977
62,1289.0294885812198,11.5,apic,0.07730980273647958
63,1256.1271403859382,11.5,apic,0.2742031448182587
64,1266.1545769386835,11.5,apic,0.25544680779117357
65,1247.7691346354463,11.5,apic,0.28811192257701634
66,1289.0294885812198,11.5,apic,0.07730980273647958
67,1284.5400192419206,11.5,apic,0.2278566649043796
68,1302.9254615451578,11.5,apic,0.205185949872714
69,1252.011934565048,11.5,apic,0.09039671795241588
70,1266.1545769386835,11.5,apic,0.25544680779117357
71,1282.9004727400306,11.5,apic,0.0
72,1249.2882902345739,11.5,apic,0.21749664385900758
73,1266.1545769386835,11.5,apic,0.25544680779117357
74,1289.0294885812198,11.5,apic,0.07730980273647958
75,1302.9254615451578,11.5,apic,0.205185949872714
76,1252.011934565048,11.5,apic,0.09039671795241588
77,1249.2299957951525,11.5,apic,0.2932740642475977
78,1267.6108644089568,11.5,apic,0.09773466664660191
79,1267.6108644089568,11.5,apic,0.09773466664660191
80,1256.1271403859382,11.5,apic,0.2742031448182587
81,1284.5400192419206,11.5,apic,0.2278566649043796
82,1284.5400192419206,11.5,apic,0.2278566649043796
83,1249.2299957951525,11.5,apic,0.2932740642475977
84,1249.2882902345739,11.5,apic,0.21749664385900758
85,1266.1545769386835,11.5,apic,0.25544680779117357
86,1249.2882902345739,11.5,apic,0.21749664385900758
87,1249.2882902345739,11.5,apic,0.21749664385900758
88,1267.6108644089568,11.5,apic,0.09773466664660191
89,1247.7691346354463,11.5,apic,0.28811192257701634
90,1266.1545769386835,11.5,apic,0.25544680779117357
91,1268.853329714829,11.5,apic,0.10068728617538625
92,1289.0294885812198,11.5,apic,0.07730980273647958
93,1266.1702708969417,11.5,apic,0.2456522936367378
94,1266.1545769386835,11.5,apic,0.25544680779117357
95,1266.1545769386835,11.5,apic,0.25544680779117357
96,1249.289046979354,11.5,apic,0.12417960203121936
97,1266.1702708969417,11.5,apic,0.2456522936367378
98,1243.1200317020266,11.5,apic,0.2681202530959581
99,1267.6108644089568,11.5,apic,0.09773466664660191
