Distance,Conductance,Type,Node ID
111.97003799575621,0.10499526319461236,apic,0
311.6141913062814,0.08588921060588772,apic,1
373.22514603407427,0.061814258699160254,apic,2
210.86125866500356,0.17055353356004843,apic,3
31.611188481369112,0.1320367330071383,dend,4
