BMTK ID,X,Type,Sec ID,Distance,Coord X,Coord Y,Coord Z
0,0.5,soma,0,4.8704986572265625,0.00016784667968739256,0.0,0.0
1,0.017241379310344827,dend,0,7.410230868297205,6.917568942476546,0.022701736973669555,0.5442192448203768
1,0.05172413793103448,dend,0,12.489695290438492,11.282643951484463,1.27181085039953,2.411526177166775
1,0.08620689655172414,dend,0,17.56915971257978,14.762458666845282,3.9021963330866263,4.76217286717983
1,0.1206896551724138,dend,0,22.648624134721064,18.531829033409533,7.210287984294788,5.264477651380316
1,0.15517241379310345,dend,0,27.72808855686235,22.32951049038372,10.217960176681446,6.289549923785699
1,0.1896551724137931,dend,0,32.80755297900363,23.766639154583025,14.903729529995813,6.878336071435768
1,0.22413793103448276,dend,0,37.887017401144924,25.580700199265827,19.570881461974484,6.390233083876236
1,0.25862068965517243,dend,0,42.96648182328621,27.004486760721125,24.339747670695377,5.444017423154182
1,0.2931034482758621,dend,0,48.045946245427494,28.463455204656572,28.98126769008072,4.2812359615054145
1,0.32758620689655177,dend,0,53.12541066756878,29.363352129706715,33.60254541989335,3.282944254381447
1,0.36206896551724144,dend,0,58.204875089710065,30.578509468847543,38.34696398581223,2.4918617499061857
1,0.3965517241379311,dend,0,63.28433951185136,32.404995040592816,42.97254938893678,1.6651511572576996
1,0.4310344827586208,dend,0,68.36380393399264,32.602627076447526,47.87003195496671,1.2759423447324272
1,0.46551724137931044,dend,0,73.44326835613393,35.34322482723657,51.98759421906882,0.4133552130778179
1,0.5000000000000001,dend,0,78.52273277827521,36.849711099866845,56.797492293101875,0.04536032605442202
1,0.5344827586206897,dend,0,83.6021972004165,36.74160491763179,61.85521477954768,0.0014435349270331948
1,0.5689655172413793,dend,0,88.68166162255778,36.02810196952285,66.8700135693951,-0.1765002588845655
1,0.603448275862069,dend,0,93.76112604469907,35.43218094255758,71.86883840749093,-0.8243352394282577
1,0.6379310344827586,dend,0,98.84059046684037,36.01970490960084,76.86181835517415,-1.196333248359604
1,0.6724137931034482,dend,0,103.92005488898164,37.84806108659648,81.554164111873,-1.714549981637271
1,0.7068965517241378,dend,0,108.99951931112292,38.75554367155406,86.43773637101592,-2.325073913076172
1,0.7413793103448274,dend,0,114.07898373326422,42.233136848045,90.01450482034669,-1.9805538996054133
1,0.775862068965517,dend,0,119.15844815540551,45.330457180664425,93.90856034258293,-1.079520305392776
1,0.8103448275862066,dend,0,124.23791257754678,49.15814784067943,97.14544367576987,-0.40628253149487176
1,0.8448275862068962,dend,0,129.31737699968807,52.43712986446607,100.91270187599436,0.3092829185605487
1,0.8793103448275859,dend,0,134.39684142182935,55.10755402251355,105.11620431990701,0.715176711945642
1,0.9137931034482755,dend,0,139.47630584397066,58.2265104456215,108.31265068749084,1.389024740572055
1,0.9482758620689651,dend,0,144.55577026611192,61.1205177104847,111.90255888162072,2.478665971895198
1,0.9827586206896547,dend,0,149.6352346882532,64.40904784682972,115.7324351902509,2.4847506793754968
2,0.07142857142857142,dend,1,7.388825883778932,0.07403560810957482,6.652886148431414,0.6562236306798186
2,0.21428571428571427,dend,1,12.42548033688367,-0.3792602176591311,11.458549029647907,-0.3020518130256435
2,0.3571428571428571,dend,1,17.46213478998841,2.7651430309533063,14.702270502950846,-1.8091405857779652
2,0.49999999999999994,dend,1,22.49878924309315,6.304832055836902,17.64608645003342,-2.199992869394248
2,0.6428571428571428,dend,1,27.53544369619789,7.415722461072224,22.50587716913964,-2.857149075848434
2,0.7857142857142856,dend,1,32.572098149302626,8.96751526570944,27.234582492889686,-3.2720091956017514
2,0.9285714285714284,dend,1,37.60875260240737,10.899831566096061,31.7423012041077,-4.3357269008969
3,0.03333333333333333,dend,2,42.47994321512912,9.314702646935837,35.91174834249583,-5.105453958766241
3,0.1,dend,2,47.18566998746789,6.241135240296366,39.008270540226874,-5.959922804427142
3,0.16666666666666669,dend,2,51.89139675980665,3.3817854850704254,42.65525460517471,-6.1910053354524575
3,0.23333333333333334,dend,2,56.59712353214542,1.105215730492612,46.62918619244726,-7.201086918427161
3,0.3,dend,2,61.30285030448418,-2.2250767582770896,49.398988757406066,-7.72250764230121
3,0.36666666666666664,dend,2,66.00857707682295,-4.754999544763379,51.95989826111053,-9.948593403458544
3,0.4333333333333333,dend,2,70.71430384916172,-8.253197323147788,54.73830153572744,-11.274562886609926
3,0.49999999999999994,dend,2,75.42003062150047,-10.99735328451096,58.12205894530447,-12.989192159895124
3,0.5666666666666667,dend,2,80.12575739383925,-15.099498325736192,59.71207682524858,-14.154819009155192
3,0.6333333333333333,dend,2,84.831484166178,-19.68345281036526,60.34884579059524,-14.828385730991593
3,0.7,dend,2,89.53721093851678,-23.50501746911315,61.712394291356574,-15.268587788660268
3,0.7666666666666666,dend,2,94.24293771085556,-27.67023852617725,63.32453625726038,-16.18150794279898
3,0.8333333333333333,dend,2,98.9486644831943,-31.699095047344464,65.27358084094152,-17.28776202523133
3,0.8999999999999999,dend,2,103.65439125553308,-35.65040732723866,67.52278339959453,-16.942370584500235
3,0.9666666666666666,dend,2,108.36011802787183,-39.27374879575144,70.36586941790387,-17.032244325009955
4,0.023809523809523808,dend,3,42.579979017436166,12.165351752129324,34.31385510922793,-3.6123983823905874
4,0.07142857142857142,dend,3,47.48577739438902,14.351304153771538,38.59886362178434,-3.6740829094153105
4,0.11904761904761904,dend,3,52.39157577134187,16.462565473535626,42.83295484844472,-4.756814645545359
4,0.16666666666666666,dend,3,57.29737414829472,19.845992692754265,46.31523000659316,-4.921088326412203
4,0.21428571428571427,dend,3,62.20317252524758,23.97163286345472,48.57754365251249,-5.637085461689921
4,0.26190476190476186,dend,3,67.10897090220044,27.80701138985873,46.155340325858724,-6.5084278666857065
4,0.3095238095238095,dend,3,72.01476927915328,31.35552522235822,42.91388462730319,-6.680452616123265
4,0.3571428571428571,dend,3,76.92056765610613,36.17167125900259,43.03496413128967,-6.304183106650406
4,0.4047619047619047,dend,3,81.826366033059,40.9985257657417,43.63899785753629,-6.219705878223007
4,0.45238095238095233,dend,3,86.73216441001185,44.69253193107842,45.372357004267904,-7.549788035619533
4,0.49999999999999994,dend,3,91.63796278696469,48.783405089676826,47.09799852061005,-9.054708213733342
4,0.5476190476190476,dend,3,96.54376116391757,52.14452751271614,50.48731493164839,-9.920415418644279
4,0.5952380952380951,dend,3,101.44955954087041,56.17678863459111,53.12296858590597,-10.067111354338081
4,0.6428571428571428,dend,3,106.35535791782327,60.718873173980114,53.768964923160866,-10.4537045412967
4,0.6904761904761905,dend,3,111.26115629477611,64.74737239736936,56.48818181795776,-10.922751229624735
4,0.7380952380952381,dend,3,116.16695467172897,67.27927607665299,60.35953296451293,-10.857144807351393
4,0.7857142857142858,dend,3,121.07275304868182,66.32980308698623,65.04825056855279,-10.425546540284255
4,0.8333333333333335,dend,3,125.97855142563468,66.61141767249913,69.43736478781952,-12.262540865988495
4,0.8809523809523812,dend,3,130.8843498025875,67.86985340710119,74.08524838477821,-12.476558514221981
4,0.9285714285714288,dend,3,135.79014817954038,67.96702532448225,78.80067746468215,-11.951360584048434
4,0.9761904761904765,dend,3,140.69594655649323,66.01142404218295,83.2768951036044,-11.938665262510282
5,0.1,dend,4,7.511588624695248,-4.2302585682626805,6.071571852885845,0.6677184528803632
5,0.30000000000000004,dend,4,12.793768559632618,-9.235547789342753,6.053663514138334,2.3167513894226954
5,0.5,dend,4,18.07594849456999,-14.319207623308799,6.754136910197796,3.347568165012992
5,0.7,dend,4,23.358128429507357,-19.376945173317168,7.04473045987515,3.153130263175696
5,0.8999999999999999,dend,4,28.64030836444473,-23.766627619052354,7.5135562943393035,3.087727615798982
6,0.02,dend,5,33.863654137057225,-27.708115149908338,10.117775825111284,3.200154649276332
6,0.06,dend,5,39.02816574734484,-32.29795897136279,12.381280644071808,3.0045337501529232
6,0.1,dend,5,44.19267735763246,-37.2764124846935,13.657055926598817,3.311184667754848
6,0.14,dend,5,49.35718896792008,-42.34583369293815,14.60515384578377,3.5179838437497732
6,0.18000000000000002,dend,5,54.5217005782077,-47.25758149271403,15.984392662117473,3.7717776076431178
6,0.22000000000000003,dend,5,59.68621218849532,-51.86366494748808,18.088050245421275,3.0185554586883576
6,0.26,dend,5,64.85072379878295,-56.91569031810869,19.04381136298521,2.928120438066886
6,0.3,dend,5,70.01523540907056,-61.67408877407281,20.945894589794783,2.657478413910148
6,0.33999999999999997,dend,5,75.17974701935819,-66.53140765733804,22.49098766464309,2.119616621639197
6,0.37999999999999995,dend,5,80.3442586296458,-70.83302147995164,24.997805871008595,3.093090633069472
6,0.41999999999999993,dend,5,85.50877023993343,-75.73305674663615,26.23394817990211,3.742935478726697
6,0.4599999999999999,dend,5,90.67328185022103,-80.41172637608832,28.11485285471915,4.35569957417188
6,0.4999999999999999,dend,5,95.83779346050866,-82.75074112837878,32.49840102584616,5.341610620707312
6,0.5399999999999999,dend,5,101.00230507079627,-86.39477569311187,35.62708571864262,6.556866753088586
6,0.58,dend,5,106.1668166810839,-91.11851716957888,36.54118585963007,7.343995434672171
6,0.62,dend,5,111.3313282913715,-95.18586384026025,39.58292453599964,7.5555956705444975
6,0.66,dend,5,116.49583990165914,-99.52228927789227,42.30377606861706,8.050141054697356
6,0.7000000000000001,dend,5,121.66035151194674,-103.88104619222591,45.0404296877708,8.28420895855679
