Sec ID,X,Type,Distance,Name
0,0.5,soma,11.584681059280044,L5PCtemplate[0].soma[0](0.5)
1,0.5,dend,23.685120174334173,L5PCtemplate[0].dend[0](0.5)
2,0.5,dend,43.376657406909544,L5PCtemplate[0].dend[1](0.5)
3,0.07142857142857142,dend,61.79997353369858,L5PCtemplate[0].dend[2](0.0714286)
3,0.21428571428571427,dend,83.46440955223416,L5PCtemplate[0].dend[2](0.214286)
3,0.3571428571428571,dend,105.12884557076974,L5PCtemplate[0].dend[2](0.357143)
3,0.49999999999999994,dend,126.79328158930532,L5PCtemplate[0].dend[2](0.5)
3,0.6428571428571428,dend,148.4577176078409,L5PCtemplate[0].dend[2](0.642857)
3,0.7857142857142856,dend,170.12215362637647,L5PCtemplate[0].dend[2](0.785714)
3,0.9285714285714284,dend,191.78658964491206,L5PCtemplate[0].dend[2](0.928571)
4,0.5,dend,54.695572477958606,L5PCtemplate[0].dend[3](0.5)
5,0.1,dend,67.68097204351214,L5PCtemplate[0].dend[4](0.1)
5,0.30000000000000004,dend,86.19613726756356,L5PCtemplate[0].dend[4](0.3)
5,0.5,dend,104.71130249161499,L5PCtemplate[0].dend[4](0.5)
5,0.7,dend,123.2264677156664,L5PCtemplate[0].dend[4](0.7)
5,0.8999999999999999,dend,141.74163293971782,L5PCtemplate[0].dend[4](0.9)
6,0.05555555555555555,dend,69.15359332682125,L5PCtemplate[0].dend[5](0.0555556)
6,0.16666666666666666,dend,90.61400111749089,L5PCtemplate[0].dend[5](0.166667)
6,0.2777777777777778,dend,112.07440890816054,L5PCtemplate[0].dend[5](0.277778)
6,0.3888888888888889,dend,133.53481669883018,L5PCtemplate[0].dend[5](0.388889)
6,0.5,dend,154.99522448949983,L5PCtemplate[0].dend[5](0.5)
6,0.6111111111111112,dend,176.45563228016948,L5PCtemplate[0].dend[5](0.611111)
6,0.7222222222222223,dend,197.91604007083907,L5PCtemplate[0].dend[5](0.722222)
6,0.8333333333333335,dend,219.37644786150878,L5PCtemplate[0].dend[5](0.833333)
6,0.9444444444444446,dend,240.83685565217837,L5PCtemplate[0].dend[5](0.944444)
7,0.07142857142857142,dend,45.30642964871635,L5PCtemplate[0].dend[6](0.0714286)
7,0.21428571428571427,dend,64.34817036737246,L5PCtemplate[0].dend[6](0.214286)
7,0.3571428571428571,dend,83.38991108602856,L5PCtemplate[0].dend[6](0.357143)
7,0.49999999999999994,dend,102.43165180468468,L5PCtemplate[0].dend[6](0.5)
7,0.6428571428571428,dend,121.47339252334079,L5PCtemplate[0].dend[6](0.642857)
7,0.7857142857142856,dend,140.51513324199686,L5PCtemplate[0].dend[6](0.785714)
7,0.9285714285714284,dend,159.55687396065298,L5PCtemplate[0].dend[6](0.928571)
8,0.5,dend,25.153635303841966,L5PCtemplate[0].dend[7](0.5)
9,0.5,dend,46.95412193191092,L5PCtemplate[0].dend[8](0.5)
10,0.5,dend,63.15924307395112,L5PCtemplate[0].dend[9](0.5)
11,0.16666666666666666,dend,66.91099239677285,L5PCtemplate[0].dend[10](0.166667)
11,0.5,dend,90.36166855948268,L5PCtemplate[0].dend[10](0.5)
11,0.8333333333333333,dend,113.81234472219249,L5PCtemplate[0].dend[10](0.833333)
12,0.5,dend,42.76233532979531,L5PCtemplate[0].dend[11](0.5)
13,0.5,dend,60.75370898766455,L5PCtemplate[0].dend[12](0.5)
14,0.07142857142857142,dend,85.23817306740301,L5PCtemplate[0].dend[13](0.0714286)
14,0.21428571428571427,dend,106.30384547392431,L5PCtemplate[0].dend[13](0.214286)
14,0.3571428571428571,dend,127.3695178804456,L5PCtemplate[0].dend[13](0.357143)
14,0.49999999999999994,dend,148.43519028696687,L5PCtemplate[0].dend[13](0.5)
14,0.6428571428571428,dend,169.50086269348816,L5PCtemplate[0].dend[13](0.642857)
14,0.7857142857142856,dend,190.56653510000945,L5PCtemplate[0].dend[13](0.785714)
14,0.9285714285714284,dend,211.63220750653073,L5PCtemplate[0].dend[13](0.928571)
15,0.07142857142857142,dend,84.12946469704029,L5PCtemplate[0].dend[14](0.0714286)
15,0.21428571428571427,dend,102.97772036283612,L5PCtemplate[0].dend[14](0.214286)
15,0.3571428571428571,dend,121.82597602863196,L5PCtemplate[0].dend[14](0.357143)
15,0.49999999999999994,dend,140.67423169442782,L5PCtemplate[0].dend[14](0.5)
15,0.6428571428571428,dend,159.52248736022364,L5PCtemplate[0].dend[14](0.642857)
15,0.7857142857142856,dend,178.37074302601945,L5PCtemplate[0].dend[14](0.785714)
15,0.9285714285714284,dend,197.21899869181533,L5PCtemplate[0].dend[14](0.928571)
16,0.16666666666666666,dend,54.194117300567484,L5PCtemplate[0].dend[15](0.166667)
16,0.5,dend,68.97818967932899,L5PCtemplate[0].dend[15](0.5)
16,0.8333333333333333,dend,83.7622620580905,L5PCtemplate[0].dend[15](0.833333)
17,0.5,dend,17.007759883768998,L5PCtemplate[0].dend[16](0.5)
18,0.5,dend,25.98002923331516,L5PCtemplate[0].dend[17](0.5)
19,0.5,dend,49.484739032008434,L5PCtemplate[0].dend[18](0.5)
20,0.5,dend,84.0851219578796,L5PCtemplate[0].dend[19](0.5)
21,0.5,dend,70.31308345357617,L5PCtemplate[0].dend[20](0.5)
22,0.5,dend,83.3175177762149,L5PCtemplate[0].dend[21](0.5)
23,0.16666666666666666,dend,78.6865814500416,L5PCtemplate[0].dend[22](0.166667)
23,0.5,dend,93.68792714710914,L5PCtemplate[0].dend[22](0.5)
23,0.8333333333333333,dend,108.68927284417667,L5PCtemplate[0].dend[22](0.833333)
24,0.5,dend,118.60562735198347,L5PCtemplate[0].dend[23](0.5)
25,0.5,dend,123.36762958838811,L5PCtemplate[0].dend[24](0.5)
26,0.5,dend,43.55461003450599,L5PCtemplate[0].dend[25](0.5)
27,0.5,dend,73.78483825144616,L5PCtemplate[0].dend[26](0.5)
28,0.16666666666666666,dend,101.42502984666582,L5PCtemplate[0].dend[27](0.166667)
28,0.5,dend,124.29573715549212,L5PCtemplate[0].dend[27](0.5)
28,0.8333333333333333,dend,147.16644446431837,L5PCtemplate[0].dend[27](0.833333)
29,0.05555555555555555,dend,99.72589006337334,L5PCtemplate[0].dend[28](0.0555556)
29,0.16666666666666666,dend,119.19831780561462,L5PCtemplate[0].dend[28](0.166667)
29,0.2777777777777778,dend,138.67074554785592,L5PCtemplate[0].dend[28](0.277778)
29,0.3888888888888889,dend,158.1431732900972,L5PCtemplate[0].dend[28](0.388889)
29,0.5,dend,177.61560103233853,L5PCtemplate[0].dend[28](0.5)
29,0.6111111111111112,dend,197.0880287745798,L5PCtemplate[0].dend[28](0.611111)
29,0.7222222222222223,dend,216.5604565168211,L5PCtemplate[0].dend[28](0.722222)
29,0.8333333333333335,dend,236.03288425906243,L5PCtemplate[0].dend[28](0.833333)
29,0.9444444444444446,dend,255.5053120013037,L5PCtemplate[0].dend[28](0.944444)
30,0.5,dend,68.94748552015548,L5PCtemplate[0].dend[29](0.5)
31,0.5,dend,92.38622512914618,L5PCtemplate[0].dend[30](0.5)
32,0.1,dend,113.79450671422445,L5PCtemplate[0].dend[31](0.1)
32,0.30000000000000004,dend,132.4685610854313,L5PCtemplate[0].dend[31](0.3)
32,0.5,dend,151.14261545663817,L5PCtemplate[0].dend[31](0.5)
32,0.7,dend,169.81666982784498,L5PCtemplate[0].dend[31](0.7)
32,0.8999999999999999,dend,188.49072419905184,L5PCtemplate[0].dend[31](0.9)
33,0.1,dend,114.15409302358559,L5PCtemplate[0].dend[32](0.1)
33,0.30000000000000004,dend,133.5473200135147,L5PCtemplate[0].dend[32](0.3)
33,0.5,dend,152.9405470034439,L5PCtemplate[0].dend[32](0.5)
33,0.7,dend,172.33377399337303,L5PCtemplate[0].dend[32](0.7)
33,0.8999999999999999,dend,191.72700098330216,L5PCtemplate[0].dend[32](0.9)
34,0.1,dend,88.32971429198041,L5PCtemplate[0].dend[33](0.1)
34,0.30000000000000004,dend,104.35920141659851,L5PCtemplate[0].dend[33](0.3)
34,0.5,dend,120.38868854121658,L5PCtemplate[0].dend[33](0.5)
34,0.7,dend,136.41817566583467,L5PCtemplate[0].dend[33](0.7)
34,0.8999999999999999,dend,152.4476627904528,L5PCtemplate[0].dend[33](0.9)
35,0.5,dend,31.524097790919825,L5PCtemplate[0].dend[34](0.5)
