Node ID,Distance,Conductance,Type,Name,IPSC
0,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[0].soma[0]'],-0.08429021619633659
1,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[1].soma[0]'],-0.08429021619633659
2,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[2].soma[0]'],-0.08429021619633659
3,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[3].soma[0]', 'L5PCtemplate[3].soma[0]', 'L5PCtemplate[3].soma[0]', 'L5PCtemplate[3].soma[0]', 'L5PCtemplate[3].soma[0]']",-0.33699809681024817
4,"[11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[4].soma[0]', 'L5PCtemplate[4].soma[0]', 'L5PCtemplate[4].soma[0]']",-0.16855456308917383
5,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[5].soma[0]'],-0.08429021619633659
6,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[6].soma[0]', 'L5PCtemplate[6].soma[0]', 'L5PCtemplate[6].soma[0]', 'L5PCtemplate[6].soma[0]', 'L5PCtemplate[6].soma[0]']",-0.42117731231030575
7,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[7].soma[0]', 'L5PCtemplate[7].soma[0]']",-0.16855456308917383
8,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[8].soma[0]', 'L5PCtemplate[8].soma[0]']",-0.16855456308917383
9,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[9].soma[0]', 'L5PCtemplate[9].soma[0]']",-0.16855456308917383
10,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[10].soma[0]'],0.0
11,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[11].soma[0]', 'L5PCtemplate[11].soma[0]']",-0.16855456308917383
12,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[12].soma[0]', 'L5PCtemplate[12].soma[0]']",-0.16855456308917383
13,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[13].soma[0]', 'L5PCtemplate[13].soma[0]', 'L5PCtemplate[13].soma[0]', 'L5PCtemplate[13].soma[0]']",-0.33699809681024817
14,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[14].soma[0]'],-0.08429021619633659
15,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[15].soma[0]', 'L5PCtemplate[15].soma[0]', 'L5PCtemplate[15].soma[0]', 'L5PCtemplate[15].soma[0]']",-0.33699809681024817
16,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[16].soma[0]', 'L5PCtemplate[16].soma[0]', 'L5PCtemplate[16].soma[0]', 'L5PCtemplate[16].soma[0]']",-0.16855456308917383
17,"[11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[17].soma[0]', 'L5PCtemplate[17].soma[0]', 'L5PCtemplate[17].soma[0]']",-0.16855456308917383
18,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[18].soma[0]', 'L5PCtemplate[18].soma[0]']",-0.16855456308917383
19,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[19].soma[0]'],-0.08429021619633659
20,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[20].soma[0]'],-0.08429021619633659
21,"[11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[21].soma[0]', 'L5PCtemplate[21].soma[0]', 'L5PCtemplate[21].soma[0]']",-0.2527905185147006
22,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[22].soma[0]', 'L5PCtemplate[22].soma[0]', 'L5PCtemplate[22].soma[0]', 'L5PCtemplate[22].soma[0]']",-0.33699809681024817
23,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[23].soma[0]', 'L5PCtemplate[23].soma[0]', 'L5PCtemplate[23].soma[0]', 'L5PCtemplate[23].soma[0]', 'L5PCtemplate[23].soma[0]']",-0.42117731231030575
24,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[24].soma[0]'],-0.08429021619633659
25,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[25].soma[0]'],-0.08429021619633659
26,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[26].soma[0]'],0.0
27,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[27].soma[0]', 'L5PCtemplate[27].soma[0]']",-0.16855456308917383
28,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[28].soma[0]', 'L5PCtemplate[28].soma[0]']",-0.16855456308917383
29,"[11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[29].soma[0]', 'L5PCtemplate[29].soma[0]', 'L5PCtemplate[29].soma[0]']",-0.2527905185147006
30,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[30].soma[0]', 'L5PCtemplate[30].soma[0]', 'L5PCtemplate[30].soma[0]', 'L5PCtemplate[30].soma[0]', 'L5PCtemplate[30].soma[0]']",-0.42117731231030575
31,"[11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[31].soma[0]', 'L5PCtemplate[31].soma[0]', 'L5PCtemplate[31].soma[0]']",-0.16855456308917383
32,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[32].soma[0]'],-0.08429021619633659
33,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[33].soma[0]', 'L5PCtemplate[33].soma[0]', 'L5PCtemplate[33].soma[0]', 'L5PCtemplate[33].soma[0]', 'L5PCtemplate[33].soma[0]']",-0.42117731231030575
34,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[34].soma[0]', 'L5PCtemplate[34].soma[0]', 'L5PCtemplate[34].soma[0]', 'L5PCtemplate[34].soma[0]', 'L5PCtemplate[34].soma[0]']",-0.33699809681024817
35,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[35].soma[0]', 'L5PCtemplate[35].soma[0]', 'L5PCtemplate[35].soma[0]', 'L5PCtemplate[35].soma[0]', 'L5PCtemplate[35].soma[0]']",-0.2527905185147006
36,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[36].soma[0]'],-0.08429021619633659
37,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[37].soma[0]', 'L5PCtemplate[37].soma[0]']",-0.16855456308917383
38,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[38].soma[0]'],-0.08429021619633659
39,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[39].soma[0]', 'L5PCtemplate[39].soma[0]', 'L5PCtemplate[39].soma[0]', 'L5PCtemplate[39].soma[0]']",-0.2527905185147006
40,"[11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[40].soma[0]', 'L5PCtemplate[40].soma[0]', 'L5PCtemplate[40].soma[0]']",-0.16855456308917383
41,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[41].soma[0]', 'L5PCtemplate[41].soma[0]', 'L5PCtemplate[41].soma[0]', 'L5PCtemplate[41].soma[0]']",-0.2527905185147006
42,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[42].soma[0]'],-0.08429021619633659
43,"[11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[43].soma[0]', 'L5PCtemplate[43].soma[0]']",-0.08429021619633659
44,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[44].soma[0]'],-0.08429021619633659
45,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[45].soma[0]'],-0.08429021619633659
46,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[46].soma[0]'],-0.08429021619633659
47,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[47].soma[0]'],-0.08429021619633659
48,"[11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[48].soma[0]', 'L5PCtemplate[48].soma[0]', 'L5PCtemplate[48].soma[0]']",-0.2527905185147006
49,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[49].soma[0]', 'L5PCtemplate[49].soma[0]', 'L5PCtemplate[49].soma[0]', 'L5PCtemplate[49].soma[0]', 'L5PCtemplate[49].soma[0]']",-0.42117731231030575
50,"[11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044, 11.584681059280044]","[44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001, 44.75000000000001]",soma,"['L5PCtemplate[50].soma[0]', 'L5PCtemplate[50].soma[0]', 'L5PCtemplate[50].soma[0]', 'L5PCtemplate[50].soma[0]', 'L5PCtemplate[50].soma[0]']",-0.33699809681024817
51,[11.584681059280044],[44.75000000000001],soma,['L5PCtemplate[51].soma[0]'],-0.08429021619633659
