gid,FR,num_exc,num_inh,avg_exc,avg_inh,max_exc,max_inh,std_exc,std_inh,skew_exc,skew_inh
0,49.2,4375,697,0.18181829517744805,3.171729,0.18181829517744805,3.171729,0.0,4.440892098500626e-16,0.0,1.0
