weight,distance,is_basal,phase,spike
5.326553159340363,58.800009450491075,True,0.22022868013591507,False
5.473571595117277,79.64309539342642,True,0.944670652402291,False
5.473571595117277,79.64309539342642,True,0.36458148059318773,False
6.409569064100101,28.92654752048945,True,0.24983826911831253,False
6.409569064100101,28.92654752048945,True,0.1375499434661691,False
6.409569064100101,28.92654752048945,True,0.7394056185851696,False
6.409569064100101,28.92654752048945,True,0.31266823218592776,False
6.409569064100101,28.92654752048945,True,0.11235154270276754,False
6.409569064100101,28.92654752048945,True,0.2187552559213657,False
6.409569064100101,28.92654752048945,True,0.3387889251988554,False
6.409569064100101,28.92654752048945,True,0.05295685962161823,False
6.409569064100101,28.92654752048945,True,0.4153654600241339,False
6.409569064100101,28.92654752048945,True,0.9405820684689175,False
6.409569064100101,28.92654752048945,True,0.22169253305594339,False
6.409569064100101,28.92654752048945,True,0.1688668959686197,False
6.409569064100101,28.92654752048945,True,0.7971478314757405,False
6.409569064100101,28.92654752048945,True,0.951547623705604,False
6.409569064100101,28.92654752048945,True,0.11110411493226773,False
6.409569064100101,28.92654752048945,True,0.22364071083063664,False
6.409569064100101,28.92654752048945,True,0.05658368323096702,False
6.409569064100101,28.92654752048945,True,0.6351979029410965,False
6.409569064100101,28.92654752048945,True,0.6745732290071048,False
6.409569064100101,28.92654752048945,True,0.3506189397734488,True
6.409569064100101,28.92654752048945,True,0.27575713410601566,False
6.409569064100101,28.92654752048945,True,0.9068265514936229,False
6.409569064100101,28.92654752048945,True,0.23080187762752757,False
6.409569064100101,28.92654752048945,True,0.020696594588419732,False
6.409569064100101,28.92654752048945,True,0.4081996181450904,False
6.409569064100101,28.92654752048945,True,0.6790348189076342,False
6.409569064100101,28.92654752048945,True,0.042412898478420065,False
6.409569064100101,28.92654752048945,True,0.9705367048691187,False
6.409569064100101,28.92654752048945,True,0.45743274453513244,False
6.409569064100101,28.92654752048945,True,0.6415036541084798,False
6.409569064100101,28.92654752048945,True,0.8778099172976748,False
6.409569064100101,28.92654752048945,True,0.445909165782402,False
6.409569064100101,28.92654752048945,True,0.45145180650870315,False
6.409569064100101,28.92654752048945,True,0.8092535866857552,False
6.409569064100101,28.92654752048945,True,0.08641560525938985,False
6.409569064100101,28.92654752048945,True,0.8607621521668454,False
6.409569064100101,28.92654752048945,True,0.14862243430525268,False
6.409569064100101,28.92654752048945,True,0.1323396590762838,False
6.409569064100101,28.92654752048945,True,0.9317005030961809,False
6.409569064100101,28.92654752048945,True,0.2915406988361307,False
6.409569064100101,28.92654752048945,True,0.011152770209688849,False
