gid,FR,num_exc,num_inh,avg_exc,avg_inh,max_exc,max_inh,std_exc,std_inh,skew_exc,skew_inh,comb_stren,fr_mean,fr_std,fr_max
10,1.2,1759,190,4.150834995818443,3.498418424504227,11.442783155316851,6.494016654735884,1.4128417673711409,0.9802252493839152,0.9754187128473554,0.6894665974375632,2.171223846302956,0.11033019477112044,0.2758656799702305,4.127011988150908
11,3.2,1759,190,4.246050229228054,3.0966977613220026,13.147075880991274,6.2337723349241205,1.325593895920333,0.9845734914605032,1.0058063960849966,0.6605992674478333,2.460673566599289,0.12242265569051072,0.36165147120277097,4.117090609791977
12,0.0,1759,190,4.445196873981449,2.029364872524145,11.890525180322518,6.866275881828309,1.3858217330189064,0.9272919266853771,0.9056703389934052,1.4066518006689015,1.4373252002809989,0.06392149493829212,0.2393461628708513,4.07042635130189
13,2.0,1759,190,4.570906655461857,2.4232054775979104,10.614832868007225,6.595423604895058,1.3995873938572556,1.1652890283262252,0.8296835250379843,1.0600087426236755,2.0265592827215904,0.09146931382072887,0.3146565042247794,4.09521832702093
14,0.0,1759,190,4.405668051471387,3.2646346538279585,15.58529377166031,8.493999321268234,1.458147826832373,1.0899767921668624,1.2212397629925384,1.4583604193783628,1.6307698241602364,0.07941652760551621,0.2484876074245769,4.087887975461815
15,0.4,1759,190,4.004796172067464,2.778182887808997,15.725413961371885,6.169495199538969,1.4273517831092115,0.9089342251565272,1.6398833891705389,0.7649747680028901,1.9012585109255524,0.0930528055400494,0.26067204195268656,4.1069315692004285
16,0.0,1759,190,4.841531856018879,3.833101948273761,11.090662927969532,6.750247807514597,1.3703176273892947,0.9364178537653932,0.8229846617709833,0.452028672855255,1.7630786173749666,0.07646704482355429,0.25070452098314083,4.086047881662515
17,0.0,1759,190,4.3719040564650635,2.8941313906619333,13.956632201644114,7.017010001429185,1.4345919260615247,0.9208663503043294,1.145174633232555,0.8503776934465914,1.6168078066071976,0.0737759759869286,0.24460882858487065,4.08915523418728
18,1.0,1759,190,4.749822582188648,3.0617108264639854,12.360510917635407,7.803714170385674,1.4261499828733175,1.1109192183324228,0.931175390577462,1.3604104858888986,2.3271322927101017,0.1024663447183163,0.3418060141474625,4.104358190432341
19,0.0,1759,190,4.38441997432761,2.5065225131367974,13.121659655583509,7.440153607687327,1.4010759529093733,1.0611590499489585,1.0357216866317605,1.2657699232980462,1.537290156162702,0.07484983408754634,0.2585599148877118,4.0811622238989775
20,1.2,1759,190,4.901628882759477,2.373616279236808,13.492474953992224,6.48200375287514,1.4533365243242324,1.0125260708795831,0.9912161247830462,1.1396096849300723,1.9183879908273795,0.08509179565422052,0.3128761840393197,4.0797123839582365
21,2.0,1759,190,4.192698442419983,2.2698611314727315,12.236758078238113,5.485243941430677,1.4187855552042634,0.8703396475643208,1.0972120229523956,0.9464412361970626,2.2284273565506383,0.10444820949989453,0.2955694177509452,4.119542835795547
22,0.6,1759,190,4.187865252818421,3.1364956418436973,11.220518855153651,6.774627492689973,1.3682527296258389,1.0060835790961606,0.9686995399357944,1.0542219691678518,2.0777854851451583,0.098695434962682,0.2354376741673811,3.3759165413164123
23,0.0,1759,190,4.5534335384134526,4.0828220161745215,12.56795515507116,7.237913919767688,1.4493783635125843,1.0598821726276078,1.0581700620467147,0.8923238007889759,1.8474666709897,0.07526374006275649,0.2469370836536853,4.087646209584826
24,0.0,1759,190,4.077475857136833,3.995700359345144,13.209849366863633,9.279616934559892,1.396328738787644,1.070882313768064,1.122950213899017,0.8313064394439407,1.8089391372034218,0.08752846308124218,0.246702859793632,4.11336115907307
25,0.0,1759,190,4.0874397512886045,2.664272143430274,11.596863102040276,6.7406737025446475,1.4529981960884275,0.9778279118515898,1.0182986505816942,0.9888818423123245,1.4214153021496618,0.06696056077768059,0.26483087894584056,4.070080496981511
26,0.6,1759,190,4.012774990724242,3.3115089985385118,10.426735366022656,6.354153848422551,1.368509515695291,1.0061846896881623,0.8624733622643843,0.6072078550894313,1.9368129802343368,0.09914533680675687,0.29678277048016105,4.099346229146914
27,0.0,1759,190,4.190733284921663,3.3398245961141586,11.326107903482134,6.7272167931979645,1.3774859126727743,0.9556838998220816,1.0049760480566172,0.5410184328493524,1.4548499942074171,0.066525017411489,0.21909448198265594,4.0817594398075805
28,4.0,1759,190,5.008514874884535,2.7547498383646905,11.608813194734092,7.248825569342036,1.4176086604032112,1.1228297394489568,0.7724380068423532,1.561283761681711,2.5550939803220207,0.10875255001763122,0.34622792977049754,4.103674692125853
29,0.8,1759,190,4.8346825977827805,2.686555073173268,12.091538970423493,5.5406092269548335,1.3606138801727423,0.9822452911018792,0.8196698069819206,0.7579686010708762,2.0147480634928057,0.08777561901011569,0.2558731741087704,4.098006140784849
30,3.8,1759,190,4.622793104782115,2.5471438071133976,13.553097302958985,6.986348638818063,1.3700123326293854,1.0321017840745548,1.0197475566557084,0.908604644278976,2.5628232983800454,0.1071173858916648,0.29453007815049553,4.121785427445938
31,0.0,1759,190,4.162659600963213,3.5524516208541046,10.420917102982132,7.80521878260223,1.3868520225666536,0.9890116984669184,0.8713795916760685,1.0196884010881309,1.6007643828110332,0.07494135119072648,0.2890408716921862,4.077469194799479
32,2.8,1759,190,4.153765059274777,2.719425647696477,11.457223470580026,6.060783502165158,1.3961580921962518,0.9113539570217408,1.0496236625322497,0.8371276015745535,2.454199191765104,0.11215139128058883,0.3314032573944833,4.123073129071453
33,0.4,1759,190,4.001558109967571,2.697697999422005,12.125237163799898,6.532202687391517,1.3470292037267677,1.044441801283056,1.0443393114133597,1.1313463668557282,1.8309798572684857,0.08855241779031382,0.2752005114765494,4.093485909863614
34,1.2,1759,190,4.148608714933881,3.8163387183564215,11.265199342628838,7.2817184968285344,1.4229190783435142,0.9150144015274236,0.9733312386239762,0.6672530956319626,2.1230329259447607,0.0986990740654056,0.30079029757273235,4.105824987050814
35,0.0,1759,190,4.840767810377336,3.6632236837854513,13.969141443843544,7.897421841437348,1.3976310023200458,0.9833006632492124,0.929413989191702,0.9464252584541032,1.8410244038701544,0.08099439866977809,0.2525776284433602,4.085972652577697
36,0.0,1759,190,4.128872965373323,2.3551183544393846,13.117408924292246,6.351618803463354,1.3944332947046263,0.9983703676635431,1.0535475108498844,1.24824534798382,1.7946666601909396,0.08819335278800497,0.2868638451950091,4.090902669825465
37,0.0,1759,190,4.356915750514309,3.570593680835774,13.634056524184945,6.657036449994215,1.4178024782426861,1.0135827536893076,1.0137940011245663,0.5682396821155878,1.5707411977070826,0.07161769040380224,0.2610178874403933,4.072194937114656
38,0.0,1759,190,4.112572374185223,2.4574612718835285,13.622399309197032,6.8429044994268216,1.4169264522761054,0.9734660445859604,1.177437074978828,1.188532516174733,1.3276789088184258,0.06183494532209775,0.20655909874349573,3.6454931614158563
39,4.0,1759,190,4.9867280284505835,3.989543392707065,14.452706177417767,7.93075219577129,1.4115439478532583,1.0357920137301484,1.0373630153263358,0.6675112593921875,2.7776820311383017,0.10589652343892318,0.3253747418570463,4.1122923903955915
