Node ID,Distance,Conductance,Type,EPSP
0,379.58476907278674,0.7231593297407573,apic,0.3936820370122831
1,320.3812671851626,0.6500810259012649,apic,0.4038247429837156
2,468.6693537968005,0.8488912193144063,apic,0.38350922149355426
3,230.80523374005736,0.5533060054014183,apic,0.41709328728659045
4,93.07159617395864,0.43184604901961,dend,0.3799362017433481
5,303.85431458375433,0.6310328460433228,apic,0.41059689503089203
6,159.52248736022364,0.4866975522025495,dend,0.42816262994982424
7,231.9158829836171,0.5544129128953149,apic,0.39774516625499245
8,170.12215362637647,0.4960696029929129,dend,0.42137297973036425
9,1256.1271403859382,7.210132670993414,apic,0.2193403764413091
10,135.46387295877747,0.4660771105097952,dend,0.43285029573662825
11,166.2683162119933,0.49264140424808345,dend,0.3942189065116679
12,1160.5177435476412,7.210132670993414,apic,0.3622983492165588
13,360.4140218545981,0.6986382982224444,apic,0.3624820716420203
14,1151.7151685370425,7.210132670993414,apic,0.25260625350436783
15,114.45093534896017,0.44878313798624464,dend,0.3860538231448203
16,91.56317190102511,0.4306754769366952,dend,0.39012532155041413
17,1034.9073069284893,4.118658160480255,apic,0.6028480780372121
18,73.78483825144616,0.4171158432865314,dend,0.400752252950241
19,819.078885107589,1.4411745332442867,apic,0.3277909619933723
20,66.91099239677285,0.4119883120129071,dend,0.4010210240033416
21,53.117938220707586,0.40188876398447476,dend,0.392335632643281
22,386.6853090271192,0.7324583622718212,apic,0.36396458363842044
23,309.0085548012233,0.6369127078832812,apic,0.4311925305024147
24,205.95709008267312,0.529111247322681,apic,0.3866069842930102
25,125.3566566162255,0.45767707764098314,dend,0.371606804705948
26,299.37612342372216,0.6259682953275464,apic,0.40903765588494423
27,922.8358253746583,2.387547231768989,apic,0.2790726512412789
28,1129.9786252269105,6.54091754382914,apic,0.15587638845606477
29,1001.1614376649596,3.49503644798024,apic,0.47909741394271066
30,130.03362670112426,0.4615450867707481,dend,0.39896819315647747
31,1272.0712877706492,7.210132670993414,apic,0.07227984713043156
32,135.8111998862337,0.4663684953285694,dend,0.4279710431497392
33,64.34817036737246,0.4100927530495735,dend,0.39155630818829934
34,305.1546690250625,0.6325111266577323,apic,0.3818917016908756
35,901.6418642955131,2.153623340489307,apic,0.27525481672056173
36,256.44604565619005,0.5794330069683884,apic,0.40197651579738647
37,62.204840638074714,0.40851416491445475,dend,0.4073234762863791
38,425.4909328219618,0.7854324844593371,apic,0.3755386896774269
39,266.3004727952778,0.5897993554615008,apic,0.3878520162123209
40,157.7359929154133,0.4851354914100438,dend,0.4392534239529482
41,63.25794961446548,0.40928903155210616,dend,0.39093673818109664
42,236.03288425906243,0.5585353969425534,dend,0.42254502528295745
43,1129.7695508672211,6.534267449839368,apic,0.29918319286427675
44,127.9039575867526,0.45977974275098116,apic,0.4165025750469198
45,1224.7736160644306,7.210132670993414,apic,0.14385435848973316
46,216.5604565168211,0.539303624668875,dend,0.439810422079816
47,104.71130249161499,0.4409863815319698,dend,0.40747081925505313
48,177.30177078932604,0.5025200121907152,dend,0.41385023763588435
49,272.6730029880563,0.5966014639637551,apic,0.37088646161831207
50,866.8068790881941,1.817876771169245,apic,0.3675339976953751
51,1243.1200317020266,7.210132670993414,apic,0.2331862755854246
52,1268.853329714829,7.210132670993414,apic,0.0919836139922694
53,233.66085693160153,0.5561564824056482,apic,0.385550184625842
54,118.60562735198347,0.45215084852383136,dend,0.3783045927409745
55,69.39242684257508,0.4138320220985627,apic,0.3984841965446577
56,83.3175177762149,0.4243325122535003,dend,0.40114043469988303
57,100.86394087242225,0.4379439507934558,dend,0.4094715615167672
58,234.38745604921883,0.5568841127175009,apic,0.3926358091984241
59,177.30177078932604,0.5025200121907152,dend,0.41385023763588435
60,1266.1702708969417,7.210132670993414,apic,0.21694003282409824
61,219.37644786150878,0.5420433082896656,dend,0.37330250831891476
62,402.5403908502934,0.7536564342758709,apic,0.36701951089338536
63,121.35133217772845,0.4543903196580301,dend,0.35289354172802234
64,50.49431150301488,0.39999590559997994,dend,0.39044907512540306
65,166.2683162119933,0.49264140424808345,dend,0.3942189065116679
66,425.4909328219618,0.7854324844593371,apic,0.3755386896774269
67,80.63428340982409,0.4222886488967541,dend,0.4012115941961696
68,112.99782162310034,0.44761120322018483,dend,0.3954748617445034
69,210.4617471204462,0.5334175548323045,apic,0.391102219965461
70,126.69388733406447,0.45877969059851953,dend,0.4279161459657246
71,119.19831780561462,0.4526333269084475,dend,0.4206005225360201
72,978.2791161820779,3.1268138743820866,apic,0.4684764330027491
73,125.34785430040972,0.4576698284817652,dend,0.43151659947010046
74,591.2058660395061,1.0583082620280893,apic,0.36519852575627
75,166.66555180618144,0.4929936690584379,dend,0.3469949750111567
76,187.49904621726995,0.5118260126636555,apic,0.38663202461717106
77,63.15924307395112,0.40921634192535183,dend,0.39195637993380217
78,354.2599060505388,0.6909443266844666,apic,0.37773469337470544
79,359.76838909913823,0.697827111816795,apic,0.3620682009062648
80,145.16818505228014,0.4742873323686696,dend,0.39573580820582777
81,172.58036452692494,0.4982687669275688,dend,0.419407682097372
82,223.51037200295212,0.546090443893265,dend,0.46270964228193634
83,159.55687396065298,0.4867276681693947,dend,0.3665979799119867
84,1160.4550631470565,7.210132670993414,apic,0.6846929335714265
85,146.36459889218844,0.47530950793495974,dend,0.41693444231984245
86,1105.1821706953726,5.797549804608425,apic,0.6036693111807665
87,999.7698750450477,3.471453704542173,apic,0.5092412684707597
88,324.23749899931823,0.6546076377268388,apic,0.3692484035396433
89,143.422687241373,0.4727999797441467,dend,0.41084809472864947
