Node ID,Distance,Conductance,Type,Name,EPSP
418,189.05896229448837,1.1251343615605498,dend,L5PCtemplate[418].dend[66],0.7826696306506022
419,124.956174973597,0.9771377072742097,dend,L5PCtemplate[419].dend[70],0.77107710818062
420,949.9545794834812,5.775463542329513,apic,L5PCtemplate[420].apic[52],0.7900547384160603
421,113.88640685705411,0.9536277610484918,dend,L5PCtemplate[421].dend[59],0.8626233310722569
422,132.14108820183418,0.9927063006150414,dend,L5PCtemplate[422].dend[72],0.7398039223271837
423,1202.723808268395,15.694820283203635,apic,L5PCtemplate[423].apic[71],0.34539947210087973
424,1266.1545769386835,20.170112287159398,apic,L5PCtemplate[424].apic[63],0.30257635433544294
425,231.9158829836171,1.146061707919166,apic,L5PCtemplate[425].apic[79],0.804506616649391
426,240.69752380559822,1.1657719068740142,apic,L5PCtemplate[426].apic[101],0.8344018397645385
427,1249.2882902345739,18.86852317462441,apic,L5PCtemplate[427].apic[72],0.23623128437432683
428,124.63188202818775,0.9764408025532554,dend,L5PCtemplate[428].dend[76],0.7217649789598255
429,189.11394518261358,1.1252704725699214,dend,L5PCtemplate[429].dend[35],0.6768331637334057
430,189.59237466332434,1.0556415236698449,apic,L5PCtemplate[430].apic[92],0.781722683384956
431,279.9602991912391,1.258125595232074,apic,L5PCtemplate[431].apic[86],0.6442172219633164
432,372.3321717457555,1.5052944684682277,apic,L5PCtemplate[432].apic[18],0.6931702107711999
433,123.06884341192504,0.9730888013280053,dend,L5PCtemplate[433].dend[74],0.8158621854037023
434,294.4953777956342,1.2941406281993715,apic,L5PCtemplate[434].apic[93],0.8255520877550708
435,107.7585945973951,0.9408576348349496,dend,L5PCtemplate[435].dend[58],0.8305628522372928
436,337.33349416475295,1.4063939173695323,apic,L5PCtemplate[436].apic[34],0.7745152787596936
437,158.09114346989816,1.051030718308043,dend,L5PCtemplate[437].dend[37],0.6323469413210034
438,840.3384910217984,3.743730554224478,apic,L5PCtemplate[438].apic[37],0.7626571989743098
439,147.41889823918723,1.0266403870207277,dend,L5PCtemplate[439].dend[38],0.7529316738737606
440,290.63715896521876,1.2844814138726837,apic,L5PCtemplate[440].apic[102],0.8206637436882858
441,158.5725582694369,0.99393358060518,apic,L5PCtemplate[441].apic[3],0.7777734899568003
442,1053.2104207660611,8.688492288702681,apic,L5PCtemplate[442].apic[53],1.3951621982888014
443,1171.0319160374543,13.845884800676183,apic,L5PCtemplate[443].apic[76],0.32086051545175565
444,978.2791161820779,6.460089514639029,apic,L5PCtemplate[444].apic[45],0.9954059745170554
445,1197.2953017254179,15.361444760750562,apic,L5PCtemplate[445].apic[64],0.4375480556058591
446,187.3199994011594,1.1208380155508848,dend,L5PCtemplate[446].dend[69],0.5995497319395753
447,670.2616437081233,2.6845175869939886,apic,L5PCtemplate[447].apic[37],0.8002935996603355
448,459.1400334070572,1.7816680303158627,apic,L5PCtemplate[448].apic[36],0.7736412771137395
