Chn
-79.90094674469684
-79.80287241158753
-79.70576726597858
-79.60962166826678
-79.5144260731048
-79.42017102855975
-79.32684717526773
-79.23444524558673
-79.14295606274993
-79.05237054002079
-78.96267967985118
-78.87387457304357
-78.78594639791791
-78.69888641948393
-78.61268598861919
-78.52733654125345
-78.44282959755942
-78.35915676115029
-78.27630971828404
-78.19428023707489
-78.11306016671165
-78.03264143668333
-77.95301605601188
-77.874176112492
-77.7961137719383
-77.7188212774394
-77.64229094861932
-77.56651518090575
-77.49148644480555
-77.41719728518702
-77.34364032056922
-77.27080824241814
-77.19869381444953
-77.12728987193856
-77.05658932103613
-76.98658513809168
-76.91727036898261
-76.84863812845002
-76.78068159944094
-76.71339403245673
-76.64676874490785
-76.5807991204746
-76.51547860847408
-76.45080072323313
-76.38675904346711
-76.32334721166472
-76.26055893347848
-76.19838797712093
-76.13682817276667
-76.07587341195978
-76.01551764702691
-75.95575489049583
-75.89657921451926
-75.83798475030429
-75.77996568754679
-75.72251627387128
-75.66563081427581
-75.60930367058207
-75.55352926089036
-75.49830205903982
-75.4436165940733
-75.38946744970738
-75.335849263807
-75.282756727865
-75.23018458648633
-75.17812763687694
-75.12658072833732
-75.07553876176055
-75.024996689135
-74.97494951305131
-74.92539228621403
-74.87632011095751
-74.82772813876612
-74.7796115697989
-74.73196565241835
-74.68478568272349
-74.63806700408703
-74.59180500669684
-74.5459951271013
-74.50063284775888
-74.45571369659163
-74.41123324654274
-74.36718711513798
-74.32357096405109
-74.28038049867301
-74.237611467685
-74.19525966263548
-74.15332091752077
-74.11179110836946
-74.07066615283053
-74.02994200976512
-73.98961467884203
-73.94968020013671
-73.91013465373392
-73.87097415933391
-73.83219487586214
-73.79379300108248
-73.75576477121388
-73.7181064605505
-73.68081438108523
-73.64388488213656
-73.60731434997894
-73.57109920747625
-73.53523591371885
-73.49972096366362
-73.46455088777748
-73.42972225168401
-73.39523165581338
-73.36107573505531
-73.32725115841534
-73.29375462867411
-73.26058288204983
-73.22773268786379
-73.19520084820894
-73.16298419762148
-73.13107960275556
-73.09948396206082
-73.06819420546303
-73.03720729404763
-73.00652021974618
-72.97613000502571
-72.94603370258099
-72.91622839502962
-72.88671119460999
-72.85747924288201
-72.82852971043071
-72.79985979657255
-72.77146672906447
-72.74334776381579
-72.71550018460266
-72.68792130278531
-72.66060845702799
-72.63355901302144
-72.60677036320813
-72.58023992651003
-72.553965148059
-72.52794349892973
-72.50217247587526
-72.47664960106502
-72.45137242182538
-72.4263385103827
-72.40154546360888
-72.37699090276928
-72.35267247327317
-72.3285878444266
-72.30473470918753
-72.28111078392357
-72.25771380817183
-72.23454154440131
-72.21159177777751
-72.18886231592938
-72.16635098871852
-72.1440556480107
-72.12197416744964
-72.10010444223286
-72.07844438889003
-72.05699194506326
-72.03574506928965
-72.01470174078604
-71.99385995923589
-71.97321774457822
-71.95277313679871
-71.93252419572289
-71.91246900081137
-71.89260565095714
-71.87293226428491
-71.85344697795247
-71.83414794795401
-71.81503334892548
-71.7961013739519
-71.77735023437656
-71.75877815961223
-71.7403833969543
-71.72216421139568
-71.70411888544376
-71.68624571893912
-71.66854302887609
-71.65100914922522
-71.63364243075746
-71.61644124087026
-71.59940396341533
-71.58252899852823
-71.56581476245975
-71.54925968740892
-71.53286222135783
-71.51662082790811
-71.50053398611911
-71.48460019034772
-71.46881795008993
-71.45318578982393
-71.43770224885488
-71.4223658811613
-71.40717525524303
-71.39212895397081
-71.37722557443738
-71.3624637278101
-71.34784203918522
-71.33335914744362
-71.3190137051079
-71.30480437820125
-71.29072984610757
-71.2767888014331
-71.2629799498696
-71.24930201005884
-71.23575371345854
-71.22233380420975
-71.20904103900565
-71.1958741869616
-71.18283202948669
-71.16991336015657
-71.15711698458766
-71.14444172031263
-71.13188639665722
-71.11944985461841
-71.10713094674375
-71.0949285370121
-71.0828415007155
-71.07086872434245
-71.05900910546218
-71.04726155261045
-71.03562498517626
-71.02409833328996
-71.01268053771247
-71.00137054972568
-70.99016733102397
-70.97906985360694
-70.96807709967328
-70.9571880615157
-70.946401741417
-70.93571715154731
-70.92513331386228
-70.91464926000249
-70.90426403119386
-70.89397667814907
-70.88378626097015
-70.87369184905201
-70.86369252098694
-70.85378736447035
-70.8439754762072
-70.83425596181971
-70.82462793575583
-70.81509052119881
-70.80564284997773
-70.79628406247886
-70.78701330755814
-70.7778297424544
-70.76873253270367
-70.75972085205427
-70.75079388238291
-70.74195081361157
-70.73319084362537
-70.7245131781912
-70.71591703087734
-70.70740162297382
-70.69896618341369
-70.6906099486951
-70.68233216280423
-70.67413207713899
-70.6660089504336
-70.6579620486839
-70.64999064507347
-70.6420940199006
-70.6342714605059
-70.62652226120082
-70.61884572319684
-70.61124115453543
-70.60370787001877
-70.59624519114112
-70.58885244602111
-70.58152896933449
-70.5742741022478
-70.56708719235263
-70.55996759360062
-70.55291466623913
-70.54592777674759
-70.53900629777453
-70.5321496080753
-70.52535709245034
-70.51862814168423
-70.51196215248538
-70.50535852742621
-70.49881667488414
-70.49233600898305
-70.48591594953548
-70.47955592198538
-70.47325535735143
-70.46701369217105
-70.46083036844489
-70.45470483358199
-70.44863654034546
-70.44262494679877
-70.43666951625258
-70.43076971721213
-70.4249250233252
-70.41913491333058
-70.41339887100713
-70.40771638512332
-70.40208694938735
-70.39651006239774
-70.39098522759447
-70.38551195321064
-70.38008975222459
-70.3747181423126
-70.36939664580197
-70.36412478962468
-70.35890210527154
-70.35372812874671
-70.34860240052285
-70.3435244654966
-70.33849387294458
-70.3335101764799
-70.328572934009
-70.32368170768905
-70.31883606388573
-70.31403557313148
-70.30927981008416
-70.30456835348619
-70.29990078612401
-70.2952766947881
-70.29069567023325
-70.28615730713939
-70.28166120407276
-70.27720696344748
-70.27279419148752
-70.26842249818905
-70.26409149728325
-70.25980080619937
-70.25555004602832
-70.25133884148653
-70.24716682088022
-70.24303361607005
-70.23893886243609
-70.23488219884321
-70.23086326760678
-70.22688171445874
-70.22293718851402
-70.21902934223729
-70.21515783141007
-70.21132231509816
-70.20752245561943
-70.20375791851188
-70.20002837250213
-70.19633348947411
-70.19267294443819
-70.1890464155005
-70.1854535838327
-70.18189413364192
-70.17836775214113
-70.17487412951971
-70.17141295891442
-70.16798393638055
-70.16458676086349
-70.16122113417045
-70.1578867609426
-70.15458334862744
-70.15131060745139
-70.14806825039277
-70.14485599315495
-70.14167355413986
-70.13852065442171
-70.13539701772099
-70.13230237037875
-70.1292364413311
-70.12619896208405
-70.12318966668846
-70.12020829171544
-70.1172545762318
-70.1143282617759
-70.11142909233361
-70.10855681431468
-70.10571117652917
-70.10289193016422
-70.10009882876105
-70.09733162819217
-70.0945900866388
-70.09187396456856
-70.08918302471336
-70.0865170320475
-70.08387575376601
-70.08125895926321
-70.07866642011149
-70.07609791004023
-70.07355320491507
-70.07103208271722
-70.06853432352315
-70.06605970948432
-70.06360802480722
-70.06117905573359
-70.0587725905208
-70.05638841942248
-70.05402633466926
-70.05168613044982
-70.04936760289203
-70.0470705500443
-70.04479477185711
-70.04254007016482
-70.04030624866748
-70.038093112913
-70.03590047027937
-70.03372812995713
-70.03157590293193
-70.02944360196744
-70.02733104158818
-70.02523803806272
-70.02316440938696
-70.02110997526759
-70.01907455710571
-70.01705797798063
-70.01506006263378
-70.01308063745287
-70.01111953045611
-70.00917657127664
-70.00725159114707
-70.00534442288425
-70.00345490087412
-70.00158286105672
-69.99972814091137
-69.99789057944199
-69.99607001716252
-69.99426629608259
-69.99247925969317
-69.99070875295256
-69.98895462227232
-69.98721671550345
-69.98549488192272
-69.98378897221906
-69.98209883848013
-69.98042433417899
-69.978765314161
-69.97712163463063
-69.97549315313871
-69.97387972856949
-69.97228122112801
-69.97069749232763
-69.96912840497748
-69.96757382317026
-69.96603361226998
-69.96450763889995
-69.96299577093079
-69.96149787746864
-69.96001382884343
-69.95854349659723
-69.95708675347282
-69.9556434734023
-69.95421353149581
-69.95279680403036
-69.9513931684388
-69.95000250329889
-69.94862468832243
-69.94725960434454
-69.94590713331304
-69.94456715827793
-69.94323956338096
-69.94192423384527
-69.94062105596525
-69.93932991709636
-69.93805070564508
-69.93678331105906
-69.93552762381722
-69.93428353542004
-69.9330509383799
-69.93182972621159
-69.93061979342275
-69.92942103550456
-69.92823334892249
-69.92705663110705
-69.92589078044473
-69.924735696269
-69.92359127885132
-69.92245742939238
-69.9213340500133
-69.92022104374698
-69.91911831452948
-69.91802576719158
-69.91694330745028
-69.91587084190051
-69.91480827800687
-69.91375552409542
-69.91271248934558
-69.91167908378212
-69.9106552182672
-69.90964080449251
-69.90863575497147
-69.90763998303147
-69.90665340280628
-69.90567592922844
-69.90470747802175
-69.90374796569385
-69.90279730952888
-69.90185542758016
-69.90092223866297
-69.89999766234743
-69.89908161895137
-69.89817402953335
-69.89727481588571
-69.89638390052765
-69.89550120669848
-69.89462665835082
-69.89376018014389
-69.89290169743695
-69.89205113628273
-69.89120842342085
-69.89037348627149
-69.88954625292895
-69.88872665215538
-69.88791461337448
-69.88711006666531
-69.8863129427562
-69.88552317301865
-69.88474068946128
-69.8839654247239
-69.88319731207159
-69.88243628538886
-69.88168227917387
-69.88093522853265
-69.88019506917344
-69.87946173740106
-69.87873517011133
-69.87801530478555
-69.877302079485
