Node ID,Distance,Conductance,Type,Name,IPSC
235,"[176.45563228016948, 187.3199994011594, 140.51513324199686, 164.66314359303897, 172.33377399337303]","[42.60000000000001, 42.60000000000001, 42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[235].dend[5]', 'L5PCtemplate[235].dend[69]', 'L5PCtemplate[235].dend[6]', 'L5PCtemplate[235].dend[70]', 'L5PCtemplate[235].dend[32]']",-0.025479682936691006
236,[140.71579303214946],[42.60000000000001],dend,['L5PCtemplate[236].dend[82]'],-0.003466335019197686
237,[112.07440890816054],[42.60000000000001],dend,['L5PCtemplate[237].dend[5]'],-0.013664932762935678
238,[68.94748552015548],[42.60000000000001],dend,['L5PCtemplate[238].dend[29]'],0.0
239,[197.0880287745798],[42.60000000000001],dend,['L5PCtemplate[239].dend[28]'],-0.01056270848209806
240,"[125.5981794534687, 114.45093534896017]","[42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[240].dend[58]', 'L5PCtemplate[240].dend[54]']",-0.014340637042664639
241,[130.15984451770422],[42.60000000000001],dend,['L5PCtemplate[241].dend[61]'],-0.017080929508495046
242,"[54.194117300567484, 177.30177078932604]","[42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[242].dend[15]', 'L5PCtemplate[242].dend[67]']",-0.04047019530872831
243,"[197.0880287745798, 64.34817036737246, 73.78483825144616]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[243].dend[28]', 'L5PCtemplate[243].dend[6]', 'L5PCtemplate[243].dend[26]']",-0.029747872041241408
244,"[78.8701601312148, 121.47339252334079]","[42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[244].dend[74]', 'L5PCtemplate[244].dend[6]']",-0.025568738401204882
245,"[190.96184168138825, 100.96950177156991, 165.669097688222]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[245].dend[40]', 'L5PCtemplate[245].dend[74]', 'L5PCtemplate[245].dend[61]']",-0.012720404384936046
246,"[120.38868854121658, 78.8701601312148, 184.51662790275998, 197.91604007083907]","[42.60000000000001, 42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[246].dend[33]', 'L5PCtemplate[246].dend[74]', 'L5PCtemplate[246].dend[70]', 'L5PCtemplate[246].dend[5]']",-0.03751872462487427
247,"[165.669097688222, 126.69388733406447]","[42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[247].dend[61]', 'L5PCtemplate[247].dend[41]']",-0.01138651225716103
248,"[104.33110970863102, 125.3566566162255, 80.32105935919517]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[248].dend[45]', 'L5PCtemplate[248].dend[69]', 'L5PCtemplate[248].dend[75]']",-0.02263864798663917
249,"[83.7622620580905, 99.72589006337334, 191.72700098330216, 125.5981794534687]","[42.60000000000001, 42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[249].dend[15]', 'L5PCtemplate[249].dend[28]', 'L5PCtemplate[249].dend[32]', 'L5PCtemplate[249].dend[58]']",-0.03870389994631296
250,[91.96161382787453],[42.60000000000001],dend,['L5PCtemplate[250].dend[59]'],0.0
251,"[83.46440955223416, 158.09114346989816, 73.78483825144616]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[251].dend[2]', 'L5PCtemplate[251].dend[37]', 'L5PCtemplate[251].dend[26]']",-0.05051264036808334
252,"[124.29573715549212, 130.15984451770422, 104.33110970863102]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[252].dend[27]', 'L5PCtemplate[252].dend[61]', 'L5PCtemplate[252].dend[45]']",-0.03348934373832435
253,[83.3143651168523],[42.60000000000001],dend,['L5PCtemplate[253].dend[45]'],-0.027218915410287536
254,"[116.96455005124055, 84.0851219578796, 132.4685610854313]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[254].dend[40]', 'L5PCtemplate[254].dend[19]', 'L5PCtemplate[254].dend[31]']",-0.026052421311817398
255,"[104.71130249161499, 135.8302745239617]","[42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[255].dend[4]', 'L5PCtemplate[255].dend[54]']",-0.02228443581770989
256,"[80.32105935919517, 166.66555180618144, 196.95651887776307]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[256].dend[75]', 'L5PCtemplate[256].dend[69]', 'L5PCtemplate[256].dend[58]']",-0.02754743466510945
257,"[197.91604007083907, 201.5855789737725, 83.1133862528276, 152.06123120618486]","[42.60000000000001, 42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[257].dend[5]', 'L5PCtemplate[257].dend[59]', 'L5PCtemplate[257].dend[36]', 'L5PCtemplate[257].dend[62]']",-0.03454275811094476
258,[165.669097688222],[42.60000000000001],dend,['L5PCtemplate[258].dend[61]'],-0.01138651225716103
259,"[45.30642964871635, 49.484739032008434, 124.29573715549212]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[259].dend[6]', 'L5PCtemplate[259].dend[18]', 'L5PCtemplate[259].dend[27]']",-0.08977029655170554
260,"[146.01110421120347, 126.69388733406447, 164.66314359303897]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[260].dend[69]', 'L5PCtemplate[260].dend[41]', 'L5PCtemplate[260].dend[70]']",-0.027203010053256094
261,"[120.57705827075272, 213.6186311684051, 74.31162123783537]","[42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[261].dend[35]', 'L5PCtemplate[261].dend[62]', 'L5PCtemplate[261].dend[51]']",-0.011882981198141351
262,"[93.07159617395864, 208.7340741589431, 50.49431150301488, 125.34785430040972, 123.06884341192504]","[42.60000000000001, 42.60000000000001, 42.60000000000001, 42.60000000000001, 42.60000000000001]",dend,"['L5PCtemplate[262].dend[54]', 'L5PCtemplate[262].dend[66]', 'L5PCtemplate[262].dend[53]', 'L5PCtemplate[262].dend[45]', 'L5PCtemplate[262].dend[74]']",-0.06702230173090129
